doc,sentence,word,pos,prev,next,tag
,,Iwan,PROPN,saksi,sehingga,O
,,sehingga,ADV,Iwan,mendatangi,O
,,mendatangi,VERB,sehingga,korban,O
,,korban,NOUN,mendatangi,dengan,O
,,dengan,ADV,korban,mengatakan,O
,,mengatakan,ADV,dengan,"""",O
,,"""",PUNCT,mengatakan,lo,O
,,lo,PROPN,"""",mau,O
,,mau,ADV,lo,makan,O
,,makan,NOUN,mau,Iwan,O
,,Iwan,PROPN,makan,sambil,O
,,sambil,ADV,Iwan,memukul,O
,,memukul,VERB,sambil,-,O
,,-,PUNCT,memukul,mukul,O
,,mukul,NOUN,-,kepala,O
,,kepala,NOUN,mukul,korban,O
,,korban,NOUN,kepala,menggunakan,O
,,menggunakan,VERB,korban,kedua,O
,,kedua,ADJ,menggunakan,tangannya,O
,,tangannya,ADV,kedua,kemudian,O
,,kemudian,ADV,tangannya,terdakwa,O
,,terdakwa,PROPN,kemudian,mengeluarkan,O
,,mengeluarkan,VERB,terdakwa,senjata,O
,,senjata,NOUN,mengeluarkan,tajam,O
,,tajam,ADJ,senjata,berupa,O
,,berupa,ADV,tajam,sebilah,O
,,sebilah,NOUN,berupa,badik,O
,,badik,NOUN,sebilah,dari,O
,,dari,ADP,badik,dalam,O
,,dalam,ADP,dari,pakaiannya,O
,,pakaiannya,ADV,dalam,kemadian,O
,,kemadian,PUNCT,pakaiannya,menghunuskan,O
,,menghunuskan,VERB,kemadian,/,O
,,/,PUNCT,menghunuskan,menusukkan,O
,,menusukkan,VERB,/,senjata,O
,,senjata,NOUN,menusukkan,tajam,O
,,tajam,ADJ,senjata,tersebut,O
,,tersebut,DET,tajam,ke,O
,,ke,ADP,tersebut,arah,O
,,arah,NOUN,ke,pahakaki,O
,,pahakaki,PUNCT,arah,kiri,O
,,kiri,NOUN,pahakaki,korban,O
,,korban,NOUN,kiri,sebanyak,O
,,sebanyak,ADV,korban,1,O
,,1,NUM,sebanyak,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,kali,O
,,kali,ADV,),hingga,O
,,hingga,ADV,kali,menembus,O
,,menembus,VERB,hingga,kulit,O
,,kulit,NOUN,menembus,maupun,O
,,maupun,CCONJ,kulit,daging,O
,,daging,NOUN,maupun,pada,O
,,pada,ADP,daging,paha,O
,,paha,NOUN,pada,kaki,O
,,kaki,NOUN,paha,kiri,O
,,kiri,NOUN,kaki,korban,O
,,korban,NOUN,kiri,hingga,O
,,hingga,ADV,korban,mengeluarkan,O
,,mengeluarkan,VERB,hingga,banyak,O
,,banyak,ADV,mengeluarkan,darah,O
,,darah,NOUN,banyak,namun,O
,,namun,ADV,darah,korban,O
,,korban,NOUN,namun,berusaha,O
,,berusaha,ADV,korban,memegangi,O
,,memegangi,VERB,berusaha,tangan,O
,,tangan,NOUN,memegangi,kanan,O
,,kanan,NOUN,tangan,terdakwa,O
,,terdakwa,PROPN,kanan,lalu,O
,,lalu,ADV,terdakwa,terdakwa,O
,,terdakwa,PROPN,lalu,mengatakan,O
,,mengatakan,ADV,terdakwa,kepada,O
,,kepada,ADP,mengatakan,korban,O
,,korban,NOUN,kepada,"""",O
,,"""",PUNCT,korban,cabutlah,O
,,cabutlah,ADV,"""",kausehingga,O
,,kausehingga,PUNCT,cabutlah,korban,O
,,korban,NOUN,kausehingga,pergi,O
,,pergi,ADV,korban,dan,O
,,dan,CCONJ,pergi,melaporkan,O
,,melaporkan,VERB,dan,kejadian,O
,,kejadian,NOUN,melaporkan,tersebut,O
,,tersebut,DET,kejadian,ke,O
,,ke,ADP,tersebut,Polsek,O
,,Polsek,PROPN,ke,Metro,O
,,Metro,PROPN,Polsek,Setiabudi,O
,,Setiabudi,PROPN,Metro,Jakarta,O
,,Jakarta,PROPN,Setiabudi,Selatan,O
,,Selatan,PROPN,Jakarta,.,O
,,.,PUNCT,Selatan,selanjutnya,O
,,selanjutnya,ADV,.,terdakwa,O
,,terdakwa,PROPN,selanjutnya,berikut,O
,,berikut,ADV,terdakwa,barang,O
,,barang,NOUN,berikut,bukti,O
,,bukti,NOUN,barang,berhasil,O
,,berhasil,ADV,bukti,di,O
,,di,ADP,berhasil,tangkap,O
,,tangkap,NOUN,di,dan,O
,,dan,CCONJ,tangkap,diamankan,O
,,diamankan,VERB,dan,oleh,O
,,oleh,ADP,diamankan,Petugas,O
,,Petugas,PROPN,oleh,Kepolisian,O
,,Kepolisian,PROPN,Petugas,ke,O
,,ke,ADP,Kepolisian,Polsek,O
,,Polsek,PROPN,ke,Metro,O
,,Metro,PROPN,Polsek,Setiabudi,O
,,Setiabudi,PROPN,Metro,Jakarta,O
,,Jakarta,PROPN,Setiabudi,Selatan,O
,,Selatan,PROPN,Jakarta,guna,O
,,guna,NOUN,Selatan,Pengusutan,O
,,Pengusutan,PROPN,guna,lebih,O
,,lebih,ADV,Pengusutan,lanjut,O
,,lanjut,ADV,lebih,;,O
,,;,PUNCT,lanjut,Bahwa,O
,sentence: 0097287,Bahwa,SCONJ,;,benar,O
,,benar,ADV,Bahwa,akibat,O
,,akibat,NOUN,benar,perbuatan,O
,,perbuatan,NOUN,akibat,terdakwa,O
,,terdakwa,PROPN,perbuatan,NURCHOLIS,O
,,NURCHOLIS,PROPN,terdakwa,Alias,B_DEFN
,,Alias,PROPN,NURCHOLIS,RONI,I_DEFN
,,RONI,PROPN,Alias,terhadap,I_DEFN
,,terhadap,ADV,RONI,saksi,O
,,saksi,NOUN,terhadap,korban,O
,,korban,NOUN,saksi,Windiky,O
,,Windiky,PUNCT,korban,Septian,O
,,Septian,PROPN,Windiky,Attas,O
,,Attas,PROPN,Septian,Diki,O
,,Diki,PROPN,Attas,mengalami,O
,,mengalami,VERB,Diki,luka,O
,,luka,NOUN,mengalami,-,O
,,-,PUNCT,luka,luka,O
,,luka,NOUN,-,sebagaimana,O
,,sebagaimana,ADV,luka,hasil,O
,,hasil,NOUN,sebagaimana,Visum,O
,,Visum,PROPN,hasil,Et,O
,,Et,PROPN,Visum,Repertum,O
,,Repertum,PROPN,Et,dari,O
,,dari,ADP,Repertum,Rumah,O
,,Rumah,PROPN,dari,Sakit,O
,,Sakit,PROPN,Rumah,Bhayangkara,O
,,Bhayangkara,PROPN,Sakit,TK,O
,,TK,PROPN,Bhayangkara,I,O
,,I,NUM,TK,R,O
,,R,PROPN,I,.,O
,,.,PUNCT,R,Said,O
,,Said,PROPN,.,Sukanto,O
,,Sukanto,PROPN,Said,No,O
,,No,PROPN,Sukanto,:,O
,,:,PUNCT,No,R,O
,,R,PROPN,:,/,O
,,/,PUNCT,R,124,O
,,124,NUM,/,/,O
,,/,PUNCT,124,VER,O
,,VER,PROPN,/,-,O
,,-,PUNCT,VER,IGD,O
,,IGD,PROPN,-,-,O
,,-,PUNCT,IGD,KFDJIV,O
,,KFDJIV,PUNCT,-,/,O
,,/,PUNCT,KFDJIV,2016,O
,,2016,NUM,/,Rumkit,O
,,Rumkit,PROPN,2016,Bhay,O
,,Bhay,PUNCT,Rumkit,Tk,O
,,Tk,PROPN,Bhay,.,O
,,.,PUNCT,Tk,I,O
,,I,NUM,.,tanggal,O
,,tanggal,NOUN,I,4,O
,,4,NUM,tanggal,April,O
,,April,PROPN,4,2016,O
,,2016,NUM,April,perihal,O
,,perihal,ADV,2016,Visum,O
,,Visum,PROPN,perihal,Et,O
,,Et,PROPN,Visum,Repertum,O
,,Repertum,PROPN,Et,yang,O
,,yang,PRON,Repertum,ditandatangani,O
,,ditandatangani,PROPN,yang,oleh,O
,,oleh,ADP,ditandatangani,dokter,O
,,dokter,NOUN,oleh,pemeriksa,O
,,pemeriksa,NOUN,dokter,dr,O
,,dr,PROPN,pemeriksa,.,O
,,.,PUNCT,dr,Henry,O
,,Henry,PROPN,.,dengan,O
,,dengan,ADV,Henry,hasil,O
,,hasil,NOUN,dengan,:,O
,,:,PUNCT,hasil,telah,O
,,telah,AUX,:,dilakukan,O
,,dilakukan,VERB,telah,pemeriksaan,O
,,pemeriksaan,NOUN,dilakukan,terhadap,O
,,terhadap,ADV,pemeriksaan,",",O
,,",",PUNCT,terhadap,seseorang,O
,,seseorang,PRON,",",pria,O
,,pria,NOUN,seseorang,yang,O
,,yang,PRON,pria,menurut,O
,,menurut,ADV,yang,keterangan,O
,,keterangan,NOUN,menurut,berusian,O
,,berusian,ADV,keterangan,sembilan,O
,,sembilan,NUM,berusian,belas,O
,,belas,NUM,sembilan,tahun,O
,,tahun,NOUN,belas,.,O
,,.,PUNCT,tahun,pada,O
,,pada,ADP,.,pemeriksaan,O
,,pemeriksaan,NOUN,pada,fisik,O
,,fisik,NOUN,pemeriksaan,didapatkan,O
,,didapatkan,VERB,fisik,luka,O
,,luka,NOUN,didapatkan,terbuka,O
,,terbuka,ADJ,luka,pada,O
,,pada,ADP,terbuka,tungkai,O
,,tungkai,ADJ,pada,atas,O
,,atas,ADP,tungkai,kiri,O
,,kiri,NOUN,atas,akibat,O
,,akibat,NOUN,kiri,kekerasan,O
,,kekerasan,NOUN,akibat,tumpul,O
,,tumpul,ADJ,kekerasan,.,O
,,.,PUNCT,tumpul,luka,O
,,luka,NOUN,.,tersebut,O
,,tersebut,DET,luka,tidak,O
,,tidak,PART,tersebut,rnenyebabkan,O
,,rnenyebabkan,PUNCT,tidak,penyakit,O
,,penyakit,NOUN,rnenyebabkan,atau,O
,,atau,CCONJ,penyakit,halangan,O
,,halangan,ADV,atau,pekerjaan,O
,,pekerjaan,NOUN,halangan,.,O
,,.,PUNCT,pekerjaan,{,O
,,{,PROPN,.,terlampir,O
,,terlampir,ADV,{,dalam,O
,,dalam,ADP,terlampir,Berkas,O
,,Berkas,PROPN,dalam,Perkara,O
,,Perkara,PROPN,Berkas,inj,O
,,inj,PROPN,Perkara,),O
,,),PUNCT,inj,;,O
,,;,PUNCT,),Menimbang,O
,sentence: 0097288,Menimbang,ADV,;,",",O
,,",",PUNCT,Menimbang,bahwa,O
,,bahwa,SCONJ,",",dengan,O
,,dengan,ADV,bahwa,demikian,O
,,demikian,ADV,dengan,menurut,O
,,menurut,ADV,demikian,majelis,O
,,majelis,NOUN,menurut,hakim,O
,,hakim,NOUN,majelis,unsur,O
,,unsur,NOUN,hakim,Ad,O
,,Ad,PROPN,unsur,.,O
,,.,PUNCT,Ad,2,O
,,2,NUM,.,telah,O
,,telah,AUX,2,dipenuhi,O
,,dipenuhi,VERB,telah,.,O
,,.,PUNCT,dipenuhi,Ad,O
,,Ad,PROPN,.,;,O
,,;,PUNCT,Ad,3,O
,sentence: 0097289,3,NUM,;,.,O
,,.,PUNCT,3,Unsur,O
,,Unsur,PROPN,.,melakukan,O
,,melakukan,VERB,Unsur,penganiyaan,O
,,penganiyaan,NOUN,melakukan,;,O
,,;,PUNCT,penganiyaan,Bahwa,O
,sentence: 0097290,Bahwa,SCONJ,;,mengenai,O
,,mengenai,ADV,Bahwa,unsur,O
,,unsur,NOUN,mengenai,penganiayaan,O
,,penganiayaan,NOUN,unsur,undang,O
,,undang,NOUN,penganiayaan,-,O
,,-,PUNCT,undang,undang,O
,,undang,NOUN,-,sendiri,O
,,sendiri,ADV,undang,tidak,O
,,tidak,PART,sendiri,memberi,O
,,memberi,VERB,tidak,ketentuan,O
,,ketentuan,NOUN,memberi,yang,O
,,yang,PRON,ketentuan,jelas,O
,,jelas,ADV,yang,apakah,O
,,apakah,ADV,jelas,yang,O
,,yang,PRON,apakah,di,O
,,di,ADP,yang,artikan,O
,,artikan,ADV,di,dengan,O
,,dengan,ADV,artikan,penganiayaan,O
,,penganiayaan,NOUN,dengan,itu,O
,,itu,DET,penganiayaan,",",O
,,",",PUNCT,itu,oleh,O
,,oleh,ADP,",",karena,O
,,karena,ADV,oleh,itu,O
,,itu,DET,karena,harus,O
,,harus,AUX,itu,dicari,O
,,dicari,ADV,harus,terlebihdahulu,O
,,terlebihdahulu,ADV,dicari,apa,O
,,apa,PRON,terlebihdahulu,sebenarnya,O
,,sebenarnya,ADV,apa,pengertian,O
,,pengertian,NOUN,sebenarnya,dari,O
,,dari,ADP,pengertian,penganiayaan,O
,,penganiayaan,NOUN,dari,tersebut,O
,,tersebut,DET,penganiayaan,;,O
,,;,PUNCT,tersebut,Bahwa,O
,sentence: 0097291,Bahwa,SCONJ,;,Prof,O
,,Prof,PROPN,Bahwa,.,O
,,.,PUNCT,Prof,SATOCHID,O
,,SATOCHID,PUNCT,.,dalam,O
,,dalam,ADP,SATOCHID,bukunya,O
,,bukunya,NOUN,dalam,hukum,O
,,hukum,NOUN,bukunya,pidana,O
,,pidana,NOUN,hukum,Bagian,O
,,Bagian,PROPN,pidana,Dua,O
,,Dua,NUM,Bagian,terbitan,O
,,terbitan,NOUN,Dua,Balai,O
,,Balai,PROPN,terbitan,Lectur,O
,,Lectur,PUNCT,Balai,I,O
,,I,NUM,Lectur,Mahasiswa,O
,,Mahasiswa,PROPN,I,pada,O
,,pada,ADP,Mahasiswa,halaman,O
,,halaman,NOUN,pada,509,O
,,509,NUM,halaman,menyebutkan,O
,,menyebutkan,ADV,509,;,O
,,;,PUNCT,menyebutkan,Bahwa,O
,sentence: 0097292,Bahwa,SCONJ,;,doktrin,O
,,doktrin,NOUN,Bahwa,telah,O
,,telah,AUX,doktrin,menafsirkan,O
,,menafsirkan,VERB,telah,bahwa,O
,,bahwa,SCONJ,menafsirkan,penganiayaan,O
,,penganiayaan,NOUN,bahwa,adalah,O
,,adalah,AUX,penganiayaan,setiap,O
,,setiap,DET,adalah,perbuatan,O
,,perbuatan,NOUN,setiap,yang,O
,,yang,PRON,perbuatan,dilakukan,O
,,dilakukan,VERB,yang,dengan,O
,,dengan,ADV,dilakukan,sengaja,O
,,sengaja,ADV,dengan,untuk,O
,,untuk,SCONJ,sengaja,menimbulkan,O
,,menimbulkan,VERB,untuk,rasa,O
,,rasa,ADV,menimbulkan,sakit,O
,,sakit,NOUN,rasa,atau,O
,,atau,CCONJ,sakit,luka,O
,,luka,NOUN,atau,kepada,O
,,kepada,ADP,luka,orang,O
,,orang,NOUN,kepada,lain,O
,,lain,ADJ,orang,.,O
,,.,PUNCT,lain,Pendapat,O
,,Pendapat,ADV,.,tersebut,O
,,tersebut,DET,Pendapat,jika,O
,,jika,SCONJ,tersebut,dikaitkan,O
,,dikaitkan,VERB,jika,dengan,O
,,dengan,ADV,dikaitkan,perkara,O
,,perkara,NOUN,dengan,.,O
,,.,PUNCT,perkara,ini,O
,,ini,DET,.,jelas,O
,,jelas,ADV,ini,terlihat,O
,,terlihat,ADV,jelas,berdasarkan,O
,,berdasarkan,ADV,terlihat,fakta,O
,,fakta,NOUN,berdasarkan,-,O
,,-,PUNCT,fakta,fakta,O
,,fakta,NOUN,-,yang,O
,,yang,PRON,fakta,terungkap,O
,,terungkap,VERB,yang,dipersidangan,O
,,dipersidangan,ADV,terungkap,Pendapat,O
,,Pendapat,ADV,dipersidangan,tersebut,O
,,tersebut,DET,Pendapat,jika,O
,,jika,SCONJ,tersebut,dikaitkan,O
,,dikaitkan,VERB,jika,dengan,O
,,dengan,ADV,dikaitkan,perkara,O
,,perkara,NOUN,dengan,ini,O
,,ini,DET,perkara,jelas,O
,,jelas,ADV,ini,terlihat,O
,,terlihat,ADV,jelas,berdasarkan,O
,,berdasarkan,ADV,terlihat,fakta,O
,,fakta,NOUN,berdasarkan,-,O
,,-,PUNCT,fakta,fakta,O
,,fakta,NOUN,-,yang,O
,,yang,PRON,fakta,terungkap,O
,,terungkap,VERB,yang,dipersidangan,O
,,dipersidangan,ADV,terungkap,yaitu,O
,,yaitu,ADV,dipersidangan,;,O
,,;,PUNCT,yaitu,Bahwa,O
,sentence: 0097293,Bahwa,SCONJ,;,benar,O
,,benar,ADV,Bahwa,awalnya,O
,,awalnya,ADV,benar,pada,O
,,pada,ADP,awalnya,hari,O
,,hari,NOUN,pada,Senin,O
,,Senin,PROPN,hari,tanggal,O
,,tanggal,NOUN,Senin,4,O
,,4,NUM,tanggal,April,O
,,April,PROPN,4,2016,O
,,2016,NUM,April,sekira,O
,,sekira,ADV,2016,pukul,O
,,pukul,NOUN,sekira,0,O
,,0,NUM,pukul,",",O
,,",",PUNCT,0,30,O
,,30,NUM,",",Wib,O
,,Wib,PROPN,30,",",O
,,",",PUNCT,Wib,di,O
,,di,ADP,",",Trotoar,O
,,Trotoar,PROPN,di,Dukuh,O
,,Dukuh,PROPN,Trotoar,Atas,O
,,Atas,PROPN,Dukuh,Jl,O
,,Jl,PROPN,Atas,.,O
,,.,PUNCT,Jl,Jend,O
,,Jend,PROPN,.,.,O
,,.,PUNCT,Jend,Sudirman,O
,,Sudirman,PROPN,.,Kel,O
,,Kel,PROPN,Sudirman,.,O
,,.,PUNCT,Kel,Setiabudi,O
,,Setiabudi,PROPN,.,Kec,O
,,Kec,PROPN,Setiabudi,.,O
,,.,PUNCT,Kec,Setiabudi,O
,,Setiabudi,PROPN,.,.,O
,,.,PUNCT,Setiabudi,",",O
,,",",PUNCT,.,Jakarta,O
,,Jakarta,PROPN,",",Selatan,O
,,Selatan,PROPN,Jakarta,saatterdakwa,O
,,saatterdakwa,PUNCT,Selatan,merasa,O
,,merasa,ADV,saatterdakwa,kesal,O
,,kesal,ADV,merasa,dengan,O
,,dengan,ADV,kesal,saksi,O
,,saksi,NOUN,dengan,korban,O
,,korban,NOUN,saksi,Windiky,O
,,Windiky,PUNCT,korban,Septian,O
,,Septian,PROPN,Windiky,Alias,O
,,Alias,PROPN,Septian,Diki,O
,,Diki,PROPN,Alias,(,O
,,(,PUNCT,Diki,selanjutnya,O
,,selanjutnya,ADV,(,disebut,O
,,disebut,ADV,selanjutnya,korban,O
,,korban,NOUN,disebut,),O
,,),PUNCT,korban,karena,O
,,karena,ADV,),merasa,O
,,merasa,ADV,karena,temannya,O
,,temannya,ADV,merasa,yaitu,O
,,yaitu,ADV,temannya,saksi,O
,,saksi,NOUN,yaitu,Iwan,O
,,Iwan,PROPN,saksi,akan,O
,,akan,AUX,Iwan,dilukai,O
,,dilukai,VERB,akan,oleh,O
,,oleh,ADP,dilukai,korban,O
,,korban,NOUN,oleh,",",O
,,",",PUNCT,korban,sebagai,O
,,sebagai,ADV,",",teman,O
,,teman,ADV,sebagai,dari,O
,,dari,ADP,teman,saksi,O
,,saksi,NOUN,dari,Iwan,O
,,Iwan,PROPN,saksi,terdakwa,O
,,terdakwa,PROPN,Iwan,ingin,O
,,ingin,ADV,terdakwa,membela,O
,,membela,VERB,ingin,saksi,O
,,saksi,NOUN,membela,Iwan,O
,,Iwan,PROPN,saksi,sehingga,O
,,sehingga,ADV,Iwan,mendatangi,O
,,mendatangi,VERB,sehingga,korban,O
,,korban,NOUN,mendatangi,dengan,O
,,dengan,ADV,korban,mengatakan,O
,,mengatakan,ADV,dengan,"""",O
,,"""",PUNCT,mengatakan,lo,O
,,lo,PROPN,"""",mau,O
,,mau,ADV,lo,makan,O
,,makan,NOUN,mau,Iwan,O
,,Iwan,PROPN,makan,sambil,O
,,sambil,ADV,Iwan,memukul,O
,,memukul,VERB,sambil,-,O
,,-,PUNCT,memukul,mukul,O
,,mukul,NOUN,-,kepala,O
,,kepala,NOUN,mukul,korban,O
,,korban,NOUN,kepala,menggunakan,O
,,menggunakan,VERB,korban,kedua,O
,,kedua,ADJ,menggunakan,tangannya,O
,,tangannya,ADV,kedua,kemudian,O
,,kemudian,ADV,tangannya,terdakwa,O
,,terdakwa,PROPN,kemudian,mengeluarkan,O
,,mengeluarkan,VERB,terdakwa,senjata,O
,,senjata,NOUN,mengeluarkan,tajam,O
,,tajam,ADJ,senjata,berupa,O
,,berupa,ADV,tajam,sebilah,O
,,sebilah,NOUN,berupa,badik,O
,,badik,NOUN,sebilah,dari,O
,,dari,ADP,badik,dalam,O
,,dalam,ADP,dari,pakaiannya,O
,,pakaiannya,ADV,dalam,kemadian,O
,,kemadian,PUNCT,pakaiannya,menghunuskan,O
,,menghunuskan,VERB,kemadian,/,O
,,/,PUNCT,menghunuskan,menusukkan,O
,,menusukkan,VERB,/,senjata,O
,,senjata,NOUN,menusukkan,tajam,O
,,tajam,ADJ,senjata,tersebut,O
,,tersebut,DET,tajam,ke,O
,,ke,ADP,tersebut,arah,O
,,arah,NOUN,ke,pahakaki,O
,,pahakaki,PUNCT,arah,kiri,O
,,kiri,NOUN,pahakaki,korban,O
,,korban,NOUN,kiri,sebanyak,O
,,sebanyak,ADV,korban,1,O
,,1,NUM,sebanyak,(,O
,,(,PUNCT,1,satu,O
,,satu,NUM,(,),O
,,),PUNCT,satu,kali,O
,,kali,ADV,),hingga,O
,,hingga,ADV,kali,menembus,O
,,menembus,VERB,hingga,kulit,O
,,kulit,NOUN,menembus,maupun,O
,,maupun,CCONJ,kulit,daging,O
,,daging,NOUN,maupun,pada,O
,,pada,ADP,daging,paha,O
,,paha,NOUN,pada,kaki,O
,,kaki,NOUN,paha,kiri,O
,,kiri,NOUN,kaki,korban,O
,,korban,NOUN,kiri,hingga,O
,,hingga,ADV,korban,mengeluarkan,O
,,mengeluarkan,VERB,hingga,banyak,O
,,banyak,ADV,mengeluarkan,darah,O
,,darah,NOUN,banyak,namun,O
,,namun,ADV,darah,korban,O
,,korban,NOUN,namun,berusaha,O
,,berusaha,ADV,korban,memegangi,O
,,memegangi,VERB,berusaha,tangan,O
,,tangan,NOUN,memegangi,kanan,O
,,kanan,NOUN,tangan,terdakwa,O
,,terdakwa,PROPN,kanan,lalu,O
,,lalu,ADV,terdakwa,terdakwa,O
,,terdakwa,PROPN,lalu,mengatakan,O
,,mengatakan,ADV,terdakwa,kepada,O
,,kepada,ADP,mengatakan,korban,O
,,korban,NOUN,kepada,"""",O
,,"""",PUNCT,korban,cabutlah,O
,,cabutlah,ADV,"""",kausehingga,O
,,kausehingga,PUNCT,cabutlah,korban,O
,,korban,NOUN,kausehingga,pergi,O
,,pergi,ADV,korban,dan,O
,,dan,CCONJ,pergi,melaporkan,O
,,melaporkan,VERB,dan,kejadian,O
,,kejadian,NOUN,melaporkan,tersebut,O
,,tersebut,DET,kejadian,ke,O
,,ke,ADP,tersebut,Polsek,O
,,Polsek,PROPN,ke,Metro,O
,,Metro,PROPN,Polsek,Setiabudi,O
,,Setiabudi,PROPN,Metro,Jakarta,O
,,Jakarta,PROPN,Setiabudi,Selatan,O
,,Selatan,PROPN,Jakarta,.,O
,,.,PUNCT,Selatan,selanjutnya,O
,,selanjutnya,ADV,.,terdakwa,O
,,terdakwa,PROPN,selanjutnya,berikut,O
,,berikut,ADV,terdakwa,barang,O
,,barang,NOUN,berikut,bukti,O
,,bukti,NOUN,barang,berhasil,O
,,berhasil,ADV,bukti,di,O
,,di,ADP,berhasil,tangkap,O
,,tangkap,NOUN,di,dan,O
,,dan,CCONJ,tangkap,diamankan,O
,,diamankan,VERB,dan,oleh,O
,,oleh,ADP,diamankan,Petugas,O
,,Petugas,PROPN,oleh,Kepolisian,O
,,Kepolisian,PROPN,Petugas,ke,O
,,ke,ADP,Kepolisian,Polsek,O
,,Polsek,PROPN,ke,Metro,O
,,Metro,PROPN,Polsek,Setiabudi,O
,,Setiabudi,PROPN,Metro,Jakarta,O
,,Jakarta,PROPN,Setiabudi,Selatan,O
,,Selatan,PROPN,Jakarta,guna,O
,,guna,NOUN,Selatan,Pengusutan,O
,,Pengusutan,PROPN,guna,lebih,O
,,lebih,ADV,Pengusutan,lanjut,O
,,lanjut,ADV,lebih,;,O
,,;,PUNCT,lanjut,Bahwa,O
,sentence: 0097294,Bahwa,SCONJ,;,benar,O
,,benar,ADV,Bahwa,akibat,O
,,akibat,NOUN,benar,perbuatan,O
,,perbuatan,NOUN,akibat,terdakwa,O
,,terdakwa,PROPN,perbuatan,NURCHOLIS,O
,,NURCHOLIS,PROPN,terdakwa,Alias,B_DEFN
,,Alias,PROPN,NURCHOLIS,RONI,I_DEFN
,,RONI,PROPN,Alias,terhadap,I_DEFN
,,terhadap,ADV,RONI,saksi,O
,,saksi,NOUN,terhadap,korban,O
,,korban,NOUN,saksi,Windiky,O
,,Windiky,PUNCT,korban,Septian,O
,,Septian,PROPN,Windiky,Attas,O
,,Attas,PROPN,Septian,Diki,O
,,Diki,PROPN,Attas,mengalami,O
,,mengalami,VERB,Diki,luka,O
,,luka,NOUN,mengalami,-,O
,,-,PUNCT,luka,luka,O
,,luka,NOUN,-,sebagaimana,O
,,sebagaimana,ADV,luka,hasil,O
,,hasil,NOUN,sebagaimana,Visum,O
,,Visum,PROPN,hasil,Et,O
,,Et,PROPN,Visum,Repertum,O
,,Repertum,PROPN,Et,dari,O
,,dari,ADP,Repertum,Rumah,O
,,Rumah,PROPN,dari,Sakit,O
,,Sakit,PROPN,Rumah,Bhayangkara,O
,,Bhayangkara,PROPN,Sakit,TK,O
,,TK,PROPN,Bhayangkara,I,O
,,I,NUM,TK,R,O
,,R,PROPN,I,.,O
,,.,PUNCT,R,Said,O
,,Said,PROPN,.,Sukanto,O
,,Sukanto,PROPN,Said,No,O
,,No,PROPN,Sukanto,:,O
,,:,PUNCT,No,R,O
,,R,PROPN,:,/,O
,,/,PUNCT,R,124,O
,,124,NUM,/,/,O
,,/,PUNCT,124,VER,O
,,VER,PROPN,/,-,O
,,-,PUNCT,VER,IGD,O
,,IGD,PROPN,-,-,O
,,-,PUNCT,IGD,KFDJIV,O
,,KFDJIV,PUNCT,-,/,O
,,/,PUNCT,KFDJIV,2016,O
,,2016,NUM,/,Rumkit,O
,,Rumkit,PROPN,2016,Bhay,O
,,Bhay,PUNCT,Rumkit,Tk,O
,,Tk,PROPN,Bhay,.,O
,,.,PUNCT,Tk,I,O
,,I,NUM,.,tanggal,O
,,tanggal,NOUN,I,4,O
,,4,NUM,tanggal,April,O
,,April,PROPN,4,2016,O
,,2016,NUM,April,perihal,O
,,perihal,ADV,2016,Visum,O
,,Visum,PROPN,perihal,Et,O
,,Et,PROPN,Visum,Repertum,O
,,Repertum,PROPN,Et,yang,O
,,yang,PRON,Repertum,ditandatangani,O
,,ditandatangani,PROPN,yang,oleh,O
,,oleh,ADP,ditandatangani,dokter,O
,,dokter,NOUN,oleh,pemeriksa,O
,,pemeriksa,NOUN,dokter,dr,O
,,dr,PROPN,pemeriksa,.,O
,,.,PUNCT,dr,Henry,O
,,Henry,PROPN,.,dengan,O
,,dengan,ADV,Henry,hasil,O
,,hasil,NOUN,dengan,:,O
,,:,PUNCT,hasil,telah,O
,,telah,AUX,:,dilakukan,O
,,dilakukan,VERB,telah,pemeriksaan,O
,,pemeriksaan,NOUN,dilakukan,terhadap,O
,,terhadap,ADV,pemeriksaan,",",O
,,",",PUNCT,terhadap,seseorang,O
,,seseorang,PRON,",",pria,O
,,pria,NOUN,seseorang,yang,O
,,yang,PRON,pria,menurut,O
,,menurut,ADV,yang,keterangan,O
,,keterangan,NOUN,menurut,berusian,O
,,berusian,ADV,keterangan,sembilan,O
,,sembilan,NUM,berusian,belas,O
,,belas,NUM,sembilan,tahun,O
,,tahun,NOUN,belas,.,O
,,.,PUNCT,tahun,pada,O
,,pada,ADP,.,pemeriksaan,O
,,pemeriksaan,NOUN,pada,fisik,O
,,fisik,NOUN,pemeriksaan,didapatkan,O
,,didapatkan,VERB,fisik,luka,O
,,luka,NOUN,didapatkan,terbuka,O
,,terbuka,ADJ,luka,pada,O
,,pada,ADP,terbuka,tungkai,O
,,tungkai,ADJ,pada,atas,O
,,atas,ADP,tungkai,kiri,O
,,kiri,NOUN,atas,akibat,O
,,akibat,NOUN,kiri,kekerasan,O
,,kekerasan,NOUN,akibat,tumpul,O
,,tumpul,ADJ,kekerasan,.,O
,,.,PUNCT,tumpul,luka,O
,,luka,NOUN,.,tersebut,O
,,tersebut,DET,luka,tidak,O
,,tidak,PART,tersebut,rnenyebabkan,O
